type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,temp_diff,power,rpm_torque_ratio,machine_failure,TWF,HDF,PWF,OSF,RNF
L,299.7,310.0,1282,60.0,93,10.29,8054.0,21.37,0,0,0,0,0,0
M,300.6,311.6,1307,20.8,121,10.93,2844.6,62.89,1,0,0,1,0,0
M,297.8,306.8,1252,46.2,81,9.0,6056.7,27.1,0,0,0,0,0,0
M,302.5,312.8,1367,46.0,178,10.26,6589.4,29.7,0,0,0,0,0,0
L,294.4,305.1,1320,32.4,91,10.7,4475.9,40.77,0,0,0,0,0,0
M,299.8,311.4,1325,30.3,107,11.54,4207.6,43.69,0,0,0,0,0,0
L,302.3,314.2,1007,36.6,143,11.95,3860.4,27.51,0,0,0,0,0,0
L,297.3,307.3,1525,23.6,242,10.07,3766.5,64.66,1,1,0,0,0,0
M,300.8,311.9,1546,54.6,160,11.14,8835.2,28.33,0,0,0,0,0,0
L,298.6,306.0,1948,67.0,24,7.33,13669.1,29.07,1,0,0,1,0,0
L,299.3,310.8,1597,36.6,79,11.55,6118.7,43.65,0,0,0,0,0,0
M,301.9,311.2,1400,33.6,104,9.27,4927.1,41.66,0,0,0,0,0,0
L,300.4,310.2,1259,26.9,185,9.76,3545.4,46.82,0,0,0,0,0,0
M,295.9,306.4,1480,29.0,111,10.44,4500.6,50.97,0,0,0,0,0,0
L,298.0,307.9,1589,34.1,164,9.85,5675.2,46.59,0,0,0,0,0,0
M,302.0,312.1,1399,52.1,209,10.2,7631.0,26.86,1,1,0,0,0,0
L,300.9,312.5,1512,71.9,26,11.59,11389.1,21.02,1,0,0,1,0,0
L,303.5,313.1,1879,32.8,191,9.62,6448.4,57.34,0,0,0,0,0,0
M,303.4,312.3,1423,31.0,186,8.91,4616.4,45.93,0,0,0,0,0,0
L,299.3,311.1,1122,28.3,204,11.81,3327.5,39.62,1,0,0,1,0,0
L,305.0,315.5,1674,44.5,239,10.53,7802.3,37.61,1,1,0,0,0,0
L,300.0,312.0,1562,43.4,77,11.92,7105.9,35.96,0,0,0,0,0,0
L,298.1,308.9,1158,41.0,107,10.86,4973.0,28.24,0,0,0,0,0,0
L,298.7,307.4,1585,35.6,65,8.68,5901.8,44.58,0,0,0,0,0,0
L,295.5,306.1,1300,53.6,81,10.65,7295.8,24.26,0,0,0,0,0,0
H,303.2,312.2,1588,47.6,82,9.02,7922.7,33.33,0,0,0,0,0,0
L,303.2,313.2,1881,47.2,217,10.01,9299.1,39.84,1,1,0,1,0,0
L,298.0,307.9,1464,43.7,15,9.92,6700.0,33.5,0,0,0,0,0,0
L,299.5,307.9,1716,38.1,50,8.38,6847.6,45.03,0,0,0,0,0,0
L,300.2,309.4,1254,32.8,152,9.19,4313.6,38.18,0,0,0,0,0,0
H,298.1,310.3,1196,45.2,191,12.21,5660.9,26.46,0,0,0,0,0,0
L,296.5,306.7,1903,44.2,174,10.24,8814.6,43.02,0,0,0,0,0,0
H,299.6,309.4,1561,45.7,11,9.82,7465.9,34.18,0,0,0,0,0,0
L,299.4,311.2,1627,24.4,113,11.81,4149.7,66.8,0,0,0,0,0,0
M,299.2,308.8,1730,43.4,46,9.6,7861.3,39.87,0,0,0,0,0,0
L,300.4,310.4,1394,36.9,247,9.91,5388.6,37.76,1,1,0,0,0,0
M,302.9,313.8,1665,31.2,249,10.99,5442.4,53.34,1,1,0,0,0,0
L,299.4,309.0,1634,47.3,12,9.6,8090.9,34.56,0,0,0,0,0,0
L,300.3,309.6,1241,41.8,166,9.25,5428.7,29.71,0,0,0,0,0,0
L,301.5,309.2,1802,63.5,203,7.75,11990.5,28.36,1,0,0,1,1,0
L,301.1,310.2,1761,44.8,81,9.06,8269.9,39.27,0,0,0,0,0,0
H,298.8,307.8,1243,37.0,173,9.05,4819.8,33.57,0,0,0,0,0,0
L,300.2,310.4,1540,38.9,46,10.16,6276.1,39.57,0,0,0,0,0,0
L,301.1,310.5,1453,28.3,31,9.39,4303.2,51.38,0,0,0,0,0,0
M,297.7,309.9,1783,52.3,231,12.16,9766.8,34.09,1,1,0,1,1,0
L,302.5,311.5,1217,43.1,160,8.94,5499.2,28.2,0,0,0,0,0,0
H,302.9,314.3,2220,43.3,204,11.4,10071.2,51.25,1,0,0,1,0,0
M,298.6,308.8,1465,29.4,133,10.22,4503.9,49.9,0,0,0,0,0,0
L,300.4,311.2,1647,47.8,38,10.81,8242.5,34.46,0,0,0,0,0,0
M,301.3,312.0,1777,30.6,94,10.75,5702.8,57.98,0,0,0,0,0,0
L,298.9,306.7,1460,34.5,220,7.78,5268.8,42.37,1,1,0,0,0,0
L,301.0,311.0,1477,41.3,3,9.99,6380.9,35.8,0,0,0,0,0,0
L,300.3,310.1,1399,34.2,51,9.74,5009.0,40.92,0,0,0,0,0,0
L,297.1,305.9,1322,32.1,63,8.87,4440.7,41.21,0,0,0,0,0,0
M,300.9,311.4,1554,39.5,65,10.46,6427.8,39.34,0,0,0,0,0,0
H,297.8,309.5,1472,50.1,24,11.72,7722.8,29.38,0,0,0,0,0,0
L,301.9,309.2,1398,49.0,212,7.33,7166.3,28.56,0,0,0,0,0,0
L,298.7,308.1,1409,47.1,39,9.47,6945.8,29.93,0,0,0,0,0,0
H,299.7,308.4,1615,44.9,207,8.75,7587.2,36.0,0,0,0,0,0,0
L,302.7,312.8,1340,35.2,88,10.07,4945.6,38.02,0,0,0,0,0,0
L,301.0,310.7,1450,51.2,114,9.67,7775.7,28.32,0,0,0,0,0,0
L,297.8,307.2,1679,22.6,115,9.39,3980.8,74.16,0,0,0,0,0,0
H,298.0,308.7,1549,44.3,178,10.69,7192.1,34.94,0,0,0,0,0,0
L,298.8,310.4,1290,48.4,182,11.64,6540.0,26.65,0,0,0,0,0,0
M,300.8,313.5,1495,39.1,160,12.66,6120.9,38.24,0,0,0,0,0,0
M,300.7,310.0,1587,32.8,193,9.26,5447.2,48.42,0,0,0,0,0,0
L,298.3,306.5,1697,39.6,2,8.18,7042.5,42.82,0,0,0,0,0,0
L,297.7,308.2,1348,32.4,126,10.56,4577.1,41.57,0,0,0,0,0,0
M,300.6,312.2,1388,45.1,131,11.61,6561.5,30.75,0,0,0,0,0,0
L,299.6,310.4,1360,49.5,59,10.81,7043.7,27.5,0,0,0,0,0,0
M,304.3,315.9,1370,44.5,139,11.61,6379.5,30.81,0,0,0,0,0,0
H,300.1,309.8,1581,43.9,116,9.77,7263.4,36.04,0,0,0,0,0,0
M,303.6,313.0,1618,47.6,118,9.39,8065.7,33.99,0,0,0,0,0,0
M,297.7,307.8,1710,48.8,29,10.12,8731.3,35.07,0,0,0,0,0,0
M,296.9,306.5,1481,32.2,108,9.67,4996.6,45.97,0,0,0,0,0,0
M,297.8,308.4,1218,24.6,191,10.66,3140.3,49.47,1,0,0,1,0,0
L,302.4,313.3,1633,42.8,102,10.97,7315.5,38.17,0,0,0,0,0,0
L,303.5,314.6,1531,49.2,121,11.05,7895.1,31.09,0,0,0,0,0,0
L,298.4,308.9,1511,24.2,241,10.51,3827.8,62.46,1,1,0,0,0,0
M,299.1,309.3,1243,40.7,217,10.25,5296.3,30.55,0,0,0,0,0,0
L,297.7,308.5,1460,51.3,232,10.79,7840.8,28.47,1,1,0,0,1,0
M,296.4,304.4,1261,38.8,19,8.04,5128.3,32.47,1,0,1,0,0,0
L,301.4,311.6,1596,55.2,154,10.21,9227.6,28.91,1,0,0,1,0,0
M,300.4,310.5,1414,53.3,55,10.05,7898.0,26.51,0,0,0,0,0,0
L,300.0,310.2,1396,38.2,101,10.21,5580.4,36.57,0,0,0,0,0,0
M,297.2,307.1,1192,36.3,169,9.91,4534.0,32.82,0,0,0,0,0,0
L,303.3,313.7,1705,36.5,144,10.43,6518.2,46.7,0,0,0,0,0,0
L,299.0,308.4,1448,41.3,126,9.43,6269.9,35.02,0,0,0,0,0,0
L,301.1,312.2,1517,28.3,203,11.13,4490.2,53.67,0,0,0,0,0,0
M,297.1,307.6,1352,26.4,170,10.47,3740.0,51.18,0,0,0,0,0,0
L,299.6,309.8,1169,17.3,205,10.15,2116.0,67.63,1,0,0,1,0,0
L,300.6,309.9,1393,39.8,232,9.3,5804.1,35.01,1,1,0,0,0,0
H,300.7,311.5,1425,60.4,177,10.82,9011.6,23.6,1,0,0,1,0,0
M,300.3,310.5,1558,20.1,98,10.21,3278.5,77.53,1,0,0,1,0,0
H,301.0,310.2,1428,38.2,53,9.24,5706.2,37.42,0,0,0,0,0,0
L,297.7,307.7,1356,37.9,67,9.94,5375.8,35.82,0,0,0,0,0,0
L,300.4,311.0,1199,38.5,99,10.63,4831.4,31.16,0,0,0,0,0,0
M,300.2,310.8,1509,52.6,185,10.55,8306.9,28.71,0,0,0,0,0,0
L,300.5,311.0,1340,31.1,10,10.49,4366.3,43.06,0,0,0,0,0,0
M,300.1,310.2,1764,20.5,203,10.09,3793.8,85.89,0,0,0,0,0,0
L,297.5,308.5,1530,34.7,189,11.03,5552.8,44.15,0,0,0,0,0,0
L,297.4,308.6,1612,33.3,124,11.24,5625.0,48.38,0,0,0,0,0,0
L,295.6,306.3,1450,17.7,99,10.74,2686.2,81.96,1,0,0,1,0,0
L,301.6,311.0,1540,42.5,28,9.41,6846.6,36.27,0,0,0,0,0,0
L,301.7,310.6,1321,28.1,72,8.94,3892.7,46.94,0,0,0,0,0,0
L,301.7,311.1,1264,39.2,27,9.46,5184.6,32.27,0,0,0,0,0,0
H,300.6,312.6,1503,36.4,204,11.95,5724.7,41.32,0,0,0,0,0,0
L,295.7,306.0,1614,29.3,127,10.28,4945.4,55.16,0,0,0,0,0,0
M,297.9,310.1,1110,48.9,61,12.13,5684.8,22.7,0,0,0,0,0,0
M,300.3,310.2,1400,37.2,4,9.88,5451.7,37.65,0,0,0,0,0,0
L,300.3,310.0,1868,40.5,130,9.74,7930.8,46.07,0,0,0,0,0,0
L,299.6,309.5,1595,45.9,188,9.93,7660.6,34.78,0,0,0,0,0,0
M,300.7,310.6,1807,42.9,191,9.91,8115.1,42.14,0,0,0,0,0,0
M,300.0,309.2,1373,41.5,53,9.23,5959.7,33.12,0,0,0,0,0,0
M,300.2,309.1,1408,31.8,248,8.85,4682.6,44.34,1,1,0,0,0,0
M,298.7,309.2,1693,28.9,142,10.5,5119.7,58.63,0,0,0,0,0,0
H,302.0,313.0,1624,41.6,83,11.05,7071.0,39.06,0,0,0,0,0,0
L,299.1,311.6,1481,30.4,98,12.44,4711.8,48.75,0,0,0,0,0,0
L,297.3,306.9,1247,47.9,31,9.57,6260.8,26.01,0,0,0,0,0,0
M,298.5,308.1,1731,38.7,123,9.65,7016.0,44.72,0,0,0,0,0,0
L,299.3,308.5,2002,46.5,188,9.23,9745.8,43.07,1,0,0,1,0,0
M,302.0,313.1,1185,30.1,102,11.13,3740.4,39.31,0,0,0,0,0,0
L,299.9,310.7,1780,28.6,216,10.81,5328.8,62.26,0,0,0,0,0,0
L,299.6,308.8,1406,56.8,119,9.12,8361.3,24.76,0,0,0,0,0,0
M,297.5,306.6,1433,38.5,225,9.1,5778.2,37.22,1,1,0,0,0,0
L,301.6,312.5,1553,49.1,175,10.95,7990.4,31.61,0,0,0,0,0,0
L,298.7,309.1,1258,25.9,13,10.38,3409.5,48.61,1,0,0,1,0,0
L,299.8,310.6,1492,37.2,16,10.76,5807.5,40.14,0,0,0,0,0,0
M,303.0,312.1,1177,53.0,200,9.12,6535.4,22.2,0,0,0,0,0,0
L,301.0,309.1,1595,24.4,89,8.12,4067.8,65.49,0,0,0,0,0,0
M,296.7,305.9,1946,62.8,47,9.13,12788.1,31.01,1,0,0,1,0,0
L,296.5,307.1,1372,42.0,216,10.69,6038.0,32.65,1,1,0,0,0,0
M,299.9,312.0,1466,31.8,245,12.11,4883.5,46.09,1,1,0,0,0,0
M,297.6,307.1,1476,43.5,202,9.57,6726.6,33.92,0,0,0,0,0,0
L,301.3,313.6,1697,51.1,181,12.28,9079.4,33.22,1,0,0,1,0,0
L,300.1,310.9,1581,31.7,0,10.83,5255.7,49.8,0,0,0,0,0,0
L,300.3,308.9,1684,33.2,26,8.61,5851.2,50.75,0,0,0,0,0,0
M,298.6,308.8,1398,42.5,167,10.21,6220.7,32.9,0,0,0,0,0,0
L,303.5,314.3,1586,44.6,102,10.86,7412.4,35.54,0,0,0,0,0,0
M,305.7,313.3,826,38.0,4,7.57,3288.3,21.73,1,0,1,1,0,0
L,299.4,310.1,1633,44.0,185,10.64,7528.3,37.09,0,0,0,0,0,0
L,300.7,311.9,1256,48.5,104,11.17,6383.8,25.88,0,0,0,0,0,0
L,300.2,310.6,1434,41.7,164,10.4,6267.0,34.36,0,0,0,0,0,0
L,299.5,309.4,1649,33.1,117,9.94,5713.3,49.84,0,0,0,0,0,0
L,298.3,308.2,1192,39.8,6,9.83,4966.9,29.96,0,0,0,0,0,0
M,297.8,307.6,1717,57.6,158,9.77,10349.9,29.83,1,0,0,1,0,0
M,297.7,306.6,1475,43.3,197,8.82,6692.9,34.04,0,0,0,0,0,0
L,300.8,310.1,1790,52.4,38,9.31,9822.7,34.16,1,0,0,1,0,0
H,299.0,308.5,1319,34.9,222,9.58,4814.6,37.84,1,1,0,0,0,0
M,294.8,305.0,1137,42.6,45,10.11,5075.4,26.67,0,0,0,0,0,0
H,300.9,310.3,1494,47.9,105,9.44,7500.8,31.16,0,0,0,0,0,0
L,299.9,309.1,1617,55.0,131,9.13,9309.5,29.41,1,0,0,1,0,0
L,302.7,313.5,1634,52.3,78,10.76,8945.0,31.26,0,0,0,0,0,0
L,300.7,311.1,1272,28.8,125,10.37,3837.2,44.16,0,0,0,0,0,0
M,297.0,306.5,1175,51.5,179,9.46,6339.1,22.81,0,0,0,0,0,0
L,295.5,306.0,1437,56.9,178,10.51,8556.4,25.27,0,0,0,0,0,0
L,298.6,308.1,1603,34.3,230,9.55,5749.6,46.8,1,1,0,0,0,0
L,298.7,308.8,1593,31.1,215,10.06,5180.6,51.3,0,0,0,0,0,0
L,301.9,312.9,1814,39.8,246,10.98,7552.0,45.63,1,1,0,0,0,0
M,300.0,309.4,1425,41.8,148,9.4,6236.9,34.1,0,0,0,0,0,0
L,302.3,311.1,1131,36.5,100,8.83,4322.9,30.99,0,0,0,0,0,0
L,297.4,307.2,1739,28.1,60,9.85,5123.2,61.81,0,0,0,0,0,0
M,301.9,310.6,1539,54.7,60,8.64,8819.5,28.12,0,0,0,0,0,0
H,301.4,311.2,1556,31.4,37,9.72,5116.5,49.55,0,0,0,0,0,0
M,296.0,305.7,1653,34.9,181,9.72,6046.6,47.32,0,0,0,0,0,0
H,302.6,310.2,1752,41.1,163,7.54,7539.0,42.64,0,0,0,0,0,0
M,300.2,310.7,1495,25.3,73,10.53,3957.0,59.15,0,0,0,0,0,0
L,300.8,310.6,1735,24.5,223,9.82,4453.4,70.78,1,1,0,0,0,0
L,298.3,309.5,1610,35.7,138,11.18,6016.1,45.12,0,0,0,0,0,0
M,302.6,312.8,1368,48.3,17,10.22,6913.0,28.35,0,0,0,0,0,0
M,297.6,308.4,1453,41.9,15,10.74,6372.4,34.69,0,0,0,0,0,0
M,301.7,312.9,1623,19.4,35,11.19,3298.3,83.63,1,0,0,1,0,0
L,301.6,311.5,1358,53.9,52,9.87,7664.4,25.2,0,0,0,0,0,0
L,298.1,308.1,1677,48.0,221,10.0,8425.0,34.96,0,0,0,0,0,0
L,304.0,312.4,1531,41.9,194,8.43,6719.3,36.53,0,0,0,0,0,0
L,300.5,311.7,1576,41.6,50,11.24,6872.5,37.85,0,0,0,0,0,0
L,301.3,311.2,1788,46.7,62,9.85,8750.5,38.26,0,0,0,0,0,0
M,296.9,305.9,1571,63.3,159,8.99,10407.7,24.83,1,0,0,1,0,0
L,304.2,315.0,1514,48.8,217,10.74,7737.9,31.02,1,1,0,0,0,0
L,297.6,305.4,1483,43.0,79,7.82,6671.9,34.52,0,0,0,0,0,0
L,302.0,311.6,1473,27.7,131,9.57,4277.3,53.12,0,0,0,0,0,0
M,298.0,308.9,1562,41.6,222,10.91,6812.0,37.51,1,1,0,0,0,0
L,298.8,308.3,1772,47.7,192,9.56,8857.5,37.12,0,0,0,0,0,0
L,301.6,310.9,1377,38.8,222,9.28,5601.9,35.45,0,0,0,0,0,0
L,302.1,311.6,1362,34.8,69,9.58,4959.5,39.17,0,0,0,0,0,0
L,297.5,305.4,1757,45.5,172,7.99,8378.4,38.58,0,0,0,0,0,0
H,302.2,312.9,1386,30.1,28,10.72,4371.6,46.02,0,0,0,0,0,0
H,302.1,312.0,1543,48.7,154,9.88,7865.8,31.7,0,0,0,0,0,0
L,298.1,307.9,1381,35.6,76,9.73,5154.8,38.74,0,0,0,0,0,0
L,303.2,312.9,1164,18.8,175,9.73,2288.6,62.0,1,0,0,1,0,0
M,297.1,307.1,1539,35.5,35,10.01,5713.6,43.41,0,0,0,0,0,0
L,298.8,309.4,1723,39.4,166,10.65,7114.2,43.7,0,0,0,0,0,0
L,301.0,310.9,1487,45.5,177,9.95,7089.1,32.66,0,0,0,0,0,0
L,298.3,306.9,1203,44.4,214,8.64,5589.7,27.11,0,0,0,0,0,0
H,300.5,311.1,1521,27.1,171,10.58,4315.7,56.13,0,0,0,0,0,0
L,300.5,311.0,1348,41.2,130,10.5,5818.8,32.7,0,0,0,0,0,0
L,299.6,309.8,976,34.7,196,10.21,3542.5,28.16,0,0,0,0,0,0
M,301.7,312.7,1483,36.4,71,11.08,5652.6,40.74,0,0,0,0,0,0
L,299.5,309.6,1603,30.0,169,10.03,5038.9,53.4,0,0,0,0,0,0
L,300.5,311.6,1735,39.5,181,11.11,7175.1,43.93,0,0,0,0,0,0
H,302.3,313.7,1851,71.3,98,11.41,13825.2,25.95,1,0,0,1,0,0
L,301.6,312.2,1630,58.6,247,10.58,9996.5,27.83,1,1,0,1,1,0
M,301.6,310.8,1686,30.0,89,9.25,5299.0,56.18,0,0,0,0,0,0
L,297.7,307.6,1243,40.7,21,9.87,5292.5,30.57,0,0,0,0,0,0
L,301.0,312.3,1824,36.9,75,11.24,7040.6,49.48,0,0,0,0,0,0
L,298.2,306.7,1753,41.4,24,8.5,7603.7,42.32,0,0,0,0,0,0
L,297.4,307.0,1426,49.2,84,9.61,7341.5,29.01,0,0,0,0,0,0
L,299.9,309.5,1636,38.7,31,9.66,6631.3,42.27,0,0,0,0,0,0
M,298.2,307.3,1616,32.9,109,9.13,5563.8,49.15,0,0,0,0,0,0
L,301.6,312.5,1794,51.6,194,10.87,9687.3,34.79,1,0,0,1,0,0
L,301.6,312.0,1469,27.7,16,10.38,4255.0,53.11,0,0,0,0,0,0
L,296.2,305.5,1350,41.9,140,9.29,5922.5,32.22,0,0,0,0,0,0
M,298.3,308.9,1402,25.1,10,10.61,3690.8,55.77,0,0,0,0,0,0
L,297.1,306.9,1679,29.7,221,9.84,5228.9,56.46,1,1,0,0,0,0
L,299.1,308.2,1116,47.4,230,9.11,5545.1,23.52,0,0,0,0,0,0
L,300.9,310.2,900,33.2,123,9.29,3129.6,27.1,1,0,0,1,0,0
L,299.5,310.0,1678,21.2,192,10.44,3731.3,79.02,0,0,0,0,0,0
L,298.8,309.8,1554,32.8,148,10.94,5333.3,47.42,0,0,0,0,0,0
M,302.6,312.1,1503,31.7,85,9.51,4989.7,47.41,0,0,0,0,0,0
L,295.4,305.9,1238,27.4,61,10.54,3549.2,45.22,0,0,0,0,0,0
L,302.5,314.1,1158,45.5,189,11.58,5517.7,25.45,0,0,0,0,0,0
L,298.9,307.7,1373,24.5,107,8.74,3527.2,55.97,0,0,0,0,0,0
M,299.8,310.2,1572,34.1,230,10.36,5616.9,46.07,1,1,0,0,0,0
L,298.9,309.8,1382,41.3,243,10.83,5982.0,33.43,1,1,0,0,0,0
L,303.1,313.0,1680,36.6,52,9.9,6434.1,45.94,0,0,0,0,0,0
L,297.5,308.8,1309,36.0,140,11.24,4929.1,36.4,0,0,0,0,0,0
L,300.0,312.2,1396,32.8,134,12.2,4791.0,42.6,0,0,0,0,0,0
L,301.1,311.4,1640,27.8,217,10.34,4776.5,58.97,0,0,0,0,0,0
L,296.8,306.5,1424,33.6,172,9.77,5015.3,42.34,0,0,0,0,0,0
L,298.2,309.1,1434,46.6,151,10.98,6994.2,30.79,0,0,0,0,0,0
L,299.7,310.5,1371,35.7,169,10.84,5119.7,38.45,0,0,0,0,0,0
L,298.2,305.7,1334,41.7,97,7.48,5821.0,32.01,1,0,1,0,0,0
L,298.4,308.4,1570,51.2,240,10.0,8413.1,30.68,1,1,0,0,1,0
L,299.3,308.9,1596,46.0,14,9.61,7687.8,34.7,0,0,0,0,0,0
M,301.3,311.7,1545,27.2,7,10.4,4406.8,56.72,0,0,0,0,0,0
H,299.3,309.1,1376,44.5,103,9.81,6409.3,30.94,0,0,0,0,0,0
H,302.2,312.1,1459,50.5,38,9.91,7712.1,28.9,0,0,0,0,0,0
M,298.0,307.1,1819,34.2,136,9.14,6510.4,53.22,0,0,0,0,0,0
M,297.5,308.2,1215,24.1,2,10.73,3071.9,50.32,1,0,0,1,0,0
M,303.9,315.5,1877,35.6,114,11.66,6996.1,52.74,0,0,0,0,0,0
L,298.7,307.8,1519,41.9,73,9.15,6661.9,36.27,0,0,0,0,0,0
M,297.4,306.0,1463,45.9,50,8.6,7035.8,31.86,0,0,0,0,0,0
L,296.5,306.5,1690,34.8,111,10.02,6157.5,48.57,0,0,0,0,0,0
L,302.2,312.1,1086,19.6,213,9.97,2234.2,55.28,1,0,0,1,0,0
M,299.3,310.5,1776,27.2,163,11.17,5065.4,65.21,0,0,0,0,0,0
L,299.5,308.3,1871,43.6,39,8.77,8542.4,42.91,0,0,0,0,0,0
L,299.7,309.1,1717,59.9,124,9.46,10771.5,28.66,1,0,0,1,0,0
H,302.0,309.9,1079,39.8,232,7.85,4494.9,27.12,1,1,1,0,0,0
L,299.6,311.0,1652,53.1,109,11.37,9191.1,31.09,1,0,0,1,0,0
L,304.7,314.9,1829,29.4,117,10.25,5636.9,62.15,0,0,0,0,0,0
H,300.3,309.8,1808,33.5,235,9.54,6347.1,53.93,1,1,0,0,0,0
M,302.1,310.8,1218,16.6,33,8.68,2116.9,73.39,1,0,0,1,0,0
L,301.6,310.4,1703,43.7,183,8.77,7792.7,38.97,0,0,0,0,0,0
L,299.9,310.3,1859,31.1,74,10.41,6047.3,59.84,0,0,0,0,0,0
L,298.8,307.7,1505,46.0,216,8.89,7248.3,32.72,0,0,0,0,0,0
M,300.7,310.8,1209,35.0,13,10.1,4428.3,34.57,0,0,0,0,0,0
L,301.0,313.1,1665,60.2,247,12.04,10499.5,27.65,1,1,0,1,1,0
L,298.9,308.5,1710,57.9,192,9.65,10373.9,29.52,1,0,0,1,1,0
L,300.3,309.4,1472,17.0,71,9.04,2615.3,86.76,1,0,0,1,0,0
L,302.5,312.9,1261,45.9,190,10.38,6062.8,27.47,0,0,0,0,0,0
H,304.1,312.9,1696,32.6,230,8.77,5784.1,52.08,1,1,0,0,0,0
L,301.7,313.4,1346,46.5,28,11.72,6549.9,28.97,0,0,0,0,0,0
M,303.7,315.1,1579,26.6,228,11.4,4392.2,59.44,1,1,0,0,0,0
L,298.7,308.6,1811,54.4,90,9.84,10319.2,33.28,1,0,0,1,0,0
M,301.4,310.5,1168,50.3,1,9.1,6153.2,23.22,0,0,0,0,0,0
H,302.7,312.3,1681,25.9,28,9.57,4552.7,65.0,0,0,0,0,0,0
L,298.2,307.9,1458,38.2,221,9.7,5830.4,38.18,1,1,0,0,0,0
L,299.0,309.4,1463,41.6,245,10.38,6377.0,35.15,1,1,0,0,0,0
L,303.5,314.5,1602,47.2,223,11.04,7917.2,33.95,1,1,0,0,0,0
M,298.0,307.0,1345,39.9,110,8.96,5617.1,33.73,0,0,0,0,0,0
L,297.3,308.3,1264,47.9,240,11.01,6335.5,26.41,1,1,0,0,1,0
M,303.1,313.7,1143,39.3,101,10.62,4703.1,29.09,0,0,0,0,0,0
M,302.4,311.9,1746,46.1,28,9.49,8432.2,37.86,0,0,0,0,0,0
M,300.9,309.8,1425,26.3,85,8.91,3927.8,54.14,0,0,0,0,0,0
M,299.9,310.0,1613,39.7,249,10.12,6712.6,40.59,1,1,0,0,0,0
L,299.1,308.1,1402,51.5,156,8.94,7561.3,27.22,0,0,0,0,0,0
L,300.6,311.6,1267,54.1,84,11.02,7179.4,23.41,0,0,0,0,0,0
L,303.2,312.0,1630,41.7,156,8.88,7123.1,39.06,0,0,0,0,0,0
H,300.5,311.0,1565,39.0,107,10.55,6393.0,40.12,0,0,0,0,0,0
M,304.3,314.3,1452,53.7,12,9.92,8162.3,27.05,0,0,0,0,0,0
M,298.2,307.6,1560,39.0,50,9.44,6369.6,40.01,0,0,0,0,0,0
L,300.0,309.9,1307,51.4,4,9.9,7041.2,25.41,0,0,0,0,0,0
L,299.3,310.3,1712,38.9,63,11.08,6980.0,43.97,0,0,0,0,0,0
M,297.8,306.6,1758,40.4,184,8.81,7437.5,43.51,0,0,0,0,0,0
L,299.7,309.3,1651,29.0,48,9.59,5005.7,57.02,0,0,0,0,0,0
L,300.8,310.1,1425,27.5,132,9.25,4104.8,51.8,0,0,0,0,0,0
M,301.0,311.0,1511,49.8,175,9.96,7877.0,30.35,0,0,0,0,0,0
L,304.3,313.7,1813,57.2,137,9.32,10865.2,31.68,1,0,0,1,0,0
L,300.9,309.2,1756,41.1,3,8.23,7549.9,42.77,0,0,0,0,0,0
L,302.3,311.2,1898,38.3,90,8.94,7620.0,49.51,0,0,0,0,0,0
L,300.1,311.8,1343,50.2,110,11.64,7063.8,26.74,0,0,0,0,0,0
H,303.4,313.6,1325,43.4,85,10.25,6018.3,30.55,0,0,0,0,0,0
L,304.8,315.0,1526,16.0,136,10.21,2559.5,95.28,1,0,0,1,0,0
L,301.1,310.8,1581,49.9,128,9.72,8267.6,31.66,0,0,0,0,0,0
L,298.0,308.0,1471,26.6,46,9.95,4102.3,55.24,0,0,0,0,0,0
M,298.9,308.5,1422,39.9,187,9.57,5939.0,35.65,0,0,0,0,0,0
L,300.6,311.1,1753,35.6,40,10.53,6532.5,49.26,0,0,0,0,0,0
L,300.9,311.0,1481,33.6,114,10.1,5210.0,44.09,0,0,0,0,0,0
L,301.4,310.2,1256,40.5,189,8.83,5322.9,31.04,0,0,0,0,0,0
L,300.9,311.2,1280,48.9,174,10.25,6559.5,26.16,0,0,0,0,0,0
L,300.0,307.6,1549,40.3,108,7.54,6539.2,38.42,0,0,0,0,0,0
M,298.7,309.1,2100,54.1,197,10.41,11897.0,38.82,1,0,0,1,0,0
M,300.8,309.4,1304,55.3,178,8.59,7556.9,23.56,1,0,1,0,0,0
L,303.7,313.6,1437,55.2,96,9.9,8314.0,26.01,0,0,0,0,0,0
L,302.0,310.8,1980,39.4,223,8.81,8178.0,50.2,1,1,0,0,0,0
H,301.1,311.1,1403,35.2,35,10.0,5174.3,39.84,0,0,0,0,0,0
L,302.1,312.6,1591,39.7,89,10.58,6608.2,40.11,0,0,0,0,0,0
M,299.3,310.8,1875,51.3,174,11.5,10063.5,36.58,1,0,0,1,0,0
L,299.0,307.4,1309,50.7,218,8.46,6943.5,25.84,1,0,1,0,1,0
H,298.5,309.5,1438,14.0,80,10.98,2115.4,102.36,1,0,0,1,0,0
M,299.7,309.9,1403,43.1,140,10.13,6326.2,32.58,0,0,0,0,0,0
H,299.2,308.7,1196,16.3,2,9.55,2044.0,73.28,1,0,0,1,0,0
M,302.4,313.2,1813,39.8,92,10.76,7558.1,45.54,0,0,0,0,0,0
L,299.0,308.8,1382,34.7,82,9.76,5023.3,39.82,0,0,0,0,0,0
H,298.4,309.1,1324,31.6,210,10.72,4385.6,41.86,1,1,0,0,0,0
L,303.9,312.9,1411,48.5,18,9.01,7165.2,29.1,0,0,0,0,0,0
